,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
389,AD 1572,212031039,0.23,17.97,13.25,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.53,                                                                                            ,0,2,All,2M,Simbad,128.011379,20.772420999999998
390,       ,211992683,0.17,18.99,14.02,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.29,                                                                                            ,0,1,All,2M,Simbad,129.55187,20.134056
391,JS667  ,211936741,0.28,17.52,12.81,2.29,0.6041,0,Y,0.00903,       ,       , ,N,N,M,    ,0.07733,3.61653,P,2.3,     ,     ,     ,16.93,                                                                                            ,0,2,All,2M,Simbad,128.32497,19.275789000000003
392,AD 3178,211897893,0.17,18.89,14.03,0.4,0.0512,0,Y,0.00757,       ,       , ,N,N,N,    ,0.01672,0.1652,2,     ,     ,     ,     ,18.27,                                                                                            ,0,2,All,2M,Simbad,130.800209,18.695866
393,KW 60  ,211946055,0.79,12.57,10.62,17.48,0.4499,1,Y,0.00992,       ,       , ,M,Y,N,    ,0.00331,0.10709,2,     ,     ,     ,     ,12.62,                                                                                            ,1,1,All,2M,Simbad,129.46588,19.414932
394,AD 3375,211928526,0.2,18.5,13.58,1.8,0.6426,0,Y,0.00818,       ,       , ,N,N,Y,    ,0.02384,0.98988,2,     ,     ,     ,     ,17.86,                                                                                            ,0,2,All,2M,Simbad,131.28561399999998,19.152287
395,AD 3156,211977997,0.17,19.09,14.05,0.98,0.1454,0,Y,0.00759,       ,       , ,N,N,Y,    ,0.0453,1.83689,2,     ,     ,     ,     ,18.43,                                                                                            ,0,2,All,2M,Simbad,130.75779,19.901279000000002
396,JS441  ,211901114,0.38,16.55,12.32,8.61,0.7028,0,Y,0.00813,       ,       , ,N,Y,N,    ,0.03599,1.8747,2,     ,     ,     ,     ,16.02,                                                                                            ,0,2,All,2M,Simbad,130.398723,18.743057
397,JS613  ,211946708,0.41,16.17,12.18,21.47,0.4159,0,N,0.00844,       ,       , ,N,Y,N,    ,0.01883,0.84557,2,     ,     ,     ,     ,16.7,                                                                                            ,0,2,All,2M,Simbad,131.46416399999998,19.424346
398,JS725  ,211920429,0.28,17.72,12.84,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.09,                                                                                            ,0,2,All,2M,Simbad,130.294825,19.031648999999998
399,HSHJ 33,211901894,0.2,18.07,13.57,1.67,0.2654,0,Y,0.00808,       ,       , ,N,N,N,    ,0.01588,0.56906,2,     ,     ,     ,     ,17.58,                                                                                            ,0,2,All,2M,Simbad,128.28216,18.754375
400,KW401  ,211909748,0.98,12.36,10.15,2.42,0.8636,0,Y,0.00818,       ,       , ,N,Y,N,conf,0.06528,3.08847,D,     ,2.43,     ,9.61,12.36,                                                                                            ,2,2,All,2M,Simbad,130.37795,18.871872
401,JS112  ,211901402,0.61,14.36,11.29,14.66,0.6524,0,Y,0.0078,       ,       , ,N,Y,N,    ,0.01288,0.58832,2,     ,     ,     ,     ,14.29,                                                                                            ,0,2,All,2M,Simbad,129.036017,18.747475
402,HSHJ423,211940389,0.17,19.06,14.05,1.18,0.081,0,Y,0.00742,       ,       , ,N,N,N,    ,0.027,0.99947,S,     ,     ,1.18,     ,18.4,                                                                                            ,0,2,All,2M,Simbad,130.623681,19.331284
403,HSHJ 19,211983023,0.24,17.88,13.21,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.3,                                                                                            ,0,2,All,2M,Simbad,128.00786499999998,19.979771
404,AD 2565,212028729,0.15,20.02,14.51,0.51,0.2222,0,Y,0.00956,       ,       , ,N,N,Y,    ,0.04044,0.99992,2,     ,     ,     ,     ,17.44,                                                                                            ,0,2,All,2M,Simbad,129.863662,20.733093
405,JS563  ,211900700,0.92,12.02,10.26,11.01,0.662,0,Y,0.00834,       ,       , ,N,Y,N,    ,0.00525,0.21195,K,     ,     ,     ,10.85,12.07,                                                                                            ,1,2,All,2M,Simbad,131.07111899999998,18.736604
406,JS166  ,212025613,0.39,16.28,12.29,11.3,0.029,1,Y,0.00816,       ,       , ,N,Y,Y,    ,0.03608,0.25074,2,     ,     ,     ,     ,15.69,2x primary peak is likely the true period                                                   ,0,2,All,2M,Simbad,129.299611,20.679872
407,AD 3413,211934092,0.26,17.98,13.04,1.03,0.1123,0,Y,0.00814,0.6038,0.0429,0,N,N,N,    ,0.0076,0.14492,2,     ,     ,     ,     ,16.24,                                                                                            ,0,2,All,2M,Simbad,131.360999,19.236885
408,HSHJ271,211847321,0.2,18.2,13.51,0.56,0.053,0,Y,0.00715,       ,       , ,N,N,N,    ,0.01537,0.12071,2,     ,     ,     ,     ,17.63,                                                                                            ,0,2,All,2M,Simbad,129.877757,17.980929999999997
409,AD 3475,212016828,0.16,19.63,14.36,0.59,0.0499,0,Y,0.00771,       ,       , ,N,Y,M,    ,0.05934,0.2374,2,     ,     ,     ,     ,18.93,                                                                                            ,0,2,All,2M,Simbad,131.50817,20.534212
410,AD 2420,212031189,0.22,18.04,13.36,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.49,                                                                                            ,0,2,All,2M,Simbad,129.642172,20.774784
411,KW448  ,211936827,0.97,11.87,10.17,7.89,0.6878,0,Y,0.00861,       ,       , ,N,Y,N,    ,0.0304,1.21676,K,     ,     ,     ,7.97,11.9,                                                                                            ,1,2,All,2M,Simbad,130.54791,19.277002
412,HSHJ364,211915785,0.24,17.83,13.16,3.13,0.2894,0,Y,0.00748,       ,       , ,N,N,N,    ,0.03562,1.54886,2,     ,     ,     ,     ,17.25,                                                                                            ,1,2,All,2M,Simbad,130.334757,18.961948
413,JS715  ,212015538,0.34,16.89,12.52,0.9,0.5848,0,Y,0.00774,       ,       , ,N,N,N,    ,0.03282,1.2192,2,     ,     ,     ,     ,16.37,                                                                                            ,0,2,All,2M,Simbad,129.969357,20.512892
414,KW551  ,211911179,0.86,12.33,10.41,10.33,0.3599,0,Y,0.00881,       ,       , ,N,Y,N,    ,0.0288,0.84974,K,     ,     ,     ,10.47,12.38,                                                                                            ,1,2,All,2M,Simbad,130.977812,18.893589000000002
415,HSHJ233,211975504,0.16,19.4,14.35,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        ,S,     ,     ,0.44,     ,18.68,                                                                                            ,0,1,All,2M,Simbad,129.725859,19.862398000000002
416,HSHJ138,211907530,0.2,18.24,13.48,2.06,0.0655,0,Y,0.00869,       ,       , ,N,Y,Y,    ,0.0123,0.25131,2,     ,     ,     ,     ,16.48,second and third highest peaks are barely significant and are basically 6 hours             ,0,2,All,2M,Simbad,129.215113,18.838697
417,JS561  ,211906287,0.65,13.66,10.94,12.22,0.8057,0,Y,0.00797,       ,       , ,N,Y,N,    ,0.01245,0.58799,K,     ,     ,     ,12.94,13.65,additional period visible but not detected                                                  ,1,2,All,2M,Simbad,131.055188,18.819837
418,HSHJ 43,211988831,0.33,16.79,12.55,14.59,0.6025,0,Y,0.00848,       ,       , ,N,M,N,    ,0.01954,0.83462,2,     ,     ,     ,     ,16.26,                                                                                            ,0,2,All,2M,Simbad,128.391453,20.073792
419,JS169  ,212017486,0.6,14.2,11.37,13.98,0.5152,0,Y,0.00777,       ,       , ,N,Y,N,    ,0.01668,0.65831,2,     ,     ,     ,     ,14.12,                                                                                            ,0,2,All,2M,Simbad,129.302556,20.544856
420,JS 16  ,211884968,0.39,16.36,12.27,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.35,                                                                                            ,0,2,All,2M,Simbad,128.22126799999998,18.508148000000002
421,HSHJ282,211892510,0.26,17.9,13.0,1.42,0.0478,0,Y,0.00593,0.4121,0.0091,0,Y,N,N,    ,0.02425,0.91627,2,     ,     ,     ,     ,17.28,                                                                                            ,0,2,All,2M,Simbad,129.919161,18.616325
422,KW390  ,211913977,0.82,12.6,10.54,10.62,0.4776,0,N,0.00916,       ,       , ,N,Y,N,    ,0.02812,1.26723,D,     ,11.16,     ,10.75,12.62,                                                                                            ,1,2,All,2M,Simbad,130.344085,18.933875
423,JS536  ,211887839,0.74,13.47,10.74,12.9,0.52,0,Y,0.00839,       ,       , ,N,Y,N,    ,0.01104,0.44001,K,     ,     ,     ,12.94,13.45,                                                                                            ,1,2,All,2M,Simbad,130.879382,18.548525
424,AD 2082,212021901,0.17,19.26,14.08,1.22,0.8126,0,Y,0.00729,       ,       , ,N,N,N,    ,0.08672,3.85886,2,     ,     ,     ,     ,17.53,                                                                                            ,0,2,All,2M,Simbad,128.98546000000002,20.61862
425,HSHJ181,211981954,0.16,19.7,14.22,0.28,0.023,0,N,0.00702,       ,       , ,Y,N,N,cand,0.04138,0.37402,2,     ,     ,     ,     ,18.93,                                                                                            ,1,1,All,2M,Simbad,129.455504,19.962896
426,HSHJ312,211893704,0.16,19.61,14.3,0.78,0.394,0,Y,0.00746,       ,       , ,N,M,N,    ,0.07077,2.16358,2,     ,     ,     ,     ,18.79,                                                                                            ,0,2,All,2M,Simbad,130.08004,18.634039
427,JS107  ,211979237,0.62,14.2,11.16,15.82,0.8347,0,Y,0.00885,       ,       , ,N,N,N,    ,0.00514,0.23626,2,     ,     ,     ,     ,14.11,                                                                                            ,1,2,All,2M,Simbad,129.01845600000001,19.920269
428,HSHJ 26,211896670,0.35,17.06,12.47,6.96,0.5162,0,Y,0.00761,       ,       , ,N,Y,N,    ,0.03088,1.52538,2,     ,     ,     ,     ,16.58,                                                                                            ,0,2,All,2M,Simbad,128.203247,18.677988
429,JS 22  ,211913733,0.41,16.33,12.19,12.63,0.3509,0,Y,0.00786,       ,       , ,N,Y,M,    ,0.01517,0.57521,2,     ,     ,     ,     ,15.4,2x primary peak might be the true period                                                    ,0,2,All,2M,Simbad,128.273234,18.930201
430,HSHJ 96,212035051,0.19,18.68,13.78,1.88,0.1553,0,Y,0.00756,       ,       , ,N,N,Y,    ,0.05493,1.14892,2,     ,     ,     ,     ,18.01,                                                                                            ,1,2,All,2M,Simbad,129.013542,20.837702
431,JS227  ,212028430,0.6,14.28,11.3,15.33,0.7339,0,Y,0.00928,       ,       , ,N,Y,Y,    ,0.01159,0.54683,2,     ,     ,     ,     ,14.24,                                                                                            ,1,1,All,2M,Simbad,129.599439,20.728011
432,HSHJ352,211931872,0.18,19.2,13.9,5.14,0.0217,0,Y,0.0064,       ,       , ,N,N,N,    ,0.01832,0.35813,2,     ,     ,     ,     ,18.47,                                                                                            ,0,2,All,2M,Simbad,130.292372,19.203703
433,AD 3033,212022052,0.17,19.2,14.07,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.44,                                                                                            ,0,2,All,2M,Simbad,130.47353,20.621086
434,AD 2703,212005551,0.15,20.13,14.41,0.26,0.0113,1,N,0.00754,       ,       , ,N,Y,Y,    ,0.0442,0.05829,2,     ,     ,     ,     ,17.91,Brighter neighbor; not totally clear which is the correct period                            ,0,2,All,2M,Simbad,130.044196,20.347366
435,HSHJ459,211945502,0.23,18.18,13.24,0.69,0.0675,0,N,0.00685,1.4918,0.0413,1,M,Y,N,    ,0.01299,0.19286,2,     ,     ,     ,     ,17.54,can't tell whether it's really two periods. Second highest peak is slightly split           ,0,2,All,2M,Simbad,130.890634,19.406879
436,HSHJ151,211937242,0.22,18.76,13.31,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.6,                                                                                            ,0,2,All,2M,Simbad,129.27439099999998,19.28303
437,HSHJ 84,211915709,0.2,18.29,13.55,1.56,0.1053,0,Y,0.00707,       ,       , ,N,Y,N,    ,0.01733,0.41114,2,     ,     ,     ,     ,17.7,                                                                                            ,1,2,All,2M,Simbad,128.935891,18.960629
438,JS179  ,211950941,0.69,13.34,10.83,12.32,0.8672,0,Y,0.00816,       ,       , ,N,Y,N,    ,0.02108,0.91264,K,     ,     ,     ,12.22,13.38,                                                                                            ,1,2,All,2M,Simbad,129.35995,19.486895
439,JS574  ,211945445,0.38,16.76,12.34,20.88,0.0318,0,Y,0.00752,       ,       , ,N,Y,M,    ,0.00605,0.19724,2,     ,     ,     ,     ,15.65,                                                                                            ,0,2,All,2M,Simbad,131.186703,19.406162
440,AD 2248,211907026,0.23,18.24,13.26,1,0.1399,0,Y,0.00697,0.5021,0.0366,1,M,Y,Y,    ,0.01222,0.30749,2,     ,     ,     ,     ,17.56,                                                                                            ,0,2,All,2M,Simbad,129.24436699999998,18.831177
441,AD 1727,212017838,0.35,16.95,12.48,0.67,0.0071,0,Y,0.00659,       ,       , ,N,Y,N,    ,0.02197,0.57309,2,     ,     ,     ,     ,15.57,                                                                                            ,0,2,All,2M,Simbad,128.30623300000002,20.550393
442,JS733  ,212018903,0.24,17.9,13.18,6.17,0.3383,0,Y,0.00825,       ,       , ,N,Y,N,    ,0.08022,2.5165,2,     ,     ,     ,     ,17.3,                                                                                            ,0,2,All,2M,Simbad,130.402109,20.56785
443,AD 3332,211937592,0.14,19.81,14.63,0.21,0.2484,0,Y,0.00856,       ,       , ,N,Y,N,    ,0.0502,0.04641,2,     ,     ,     ,     ,19.16,                                                                                            ,0,2,All,2M,Simbad,131.151669,19.288270999999998
444,       ,211998192,0.52,15.55,11.83,19.27,0.3622,0,Y,0.00802,       ,       , ,N,Y,N,    ,0.00812,0.28755,2,     ,     ,     ,     ,15.05,                                                                                            ,0,1,All,2M,Simbad,132.204756,20.22427
445,       ,211973760,0.28,17.25,12.84,13.18,0.5086,0,Y,0.00921,       ,       , ,N,Y,N,    ,0.01562,0.72532,2,     ,     ,     ,     ,16.04,                                                                                            ,0,1,All,2M,Simbad,132.098248,19.836599
446,AD 2155,211991662,0.21,18.13,13.45,2.32,0.1984,0,Y,0.00641,       ,       , ,N,N,Y,    ,0.02732,1.24806,2,     ,     ,     ,     ,17.57,                                                                                            ,0,2,All,2M,Simbad,129.0934,20.118616
447,AD 2902,211980169,0.48,16.44,11.97,10.02,0.4326,0,Y,0.00872,4.5047,0.1336,0,Y,Y,Y,    ,0.00902,0.33217,2,     ,     ,     ,     ,15.21,                                                                                            ,1,2,All,2M,Simbad,130.293871,19.935168
448,JS 27  ,211923569,0.44,15.85,12.09,15.57,0.876,0,Y,0.00861,       ,       , ,N,Y,M,    ,0.03915,1.80835,2,     ,     ,     ,     ,15.28,                                                                                            ,0,2,All,2M,Simbad,128.310012,19.076810000000002
449,JS727  ,212017328,0.25,17.73,13.11,15.03,0.37,0,Y,0.00929,       ,       , ,N,Y,Y,    ,0.04473,1.98142,2,     ,     ,     ,     ,17.18,                                                                                            ,0,2,All,2M,Simbad,130.32289,20.542519
450,JS 35  ,211941071,0.6,14.97,11.35,15.74,0.6204,0,Y,0.00844,       ,       , ,N,Y,N,cand,0.00647,0.28548,2,     ,     ,     ,     ,14.74,                                                                                            ,0,2,All,2M,Simbad,128.362526,19.341324
451,JS118  ,212018005,0.61,14.14,11.23,13.36,0.1252,0,Y,0.00786,       ,       , ,N,Y,N,    ,0.01574,0.75457,2,     ,     ,     ,     ,14.08,                                                                                            ,1,2,All,2M,Simbad,129.066574,20.553112
452,AD 2413,211903709,0.34,16.37,12.53,13.6,0.6201,0,Y,0.009,       ,       , ,N,N,M,    ,0.00911,0.35804,2,     ,     ,     ,     ,15.79,                                                                                            ,0,2,All,2M,Simbad,129.63471,18.781349
453,JS594  ,212010383,0.67,13.66,10.88,14.52,0.2858,0,Y,0.00851,       ,       , ,M,Y,Y,    ,0.0107,0.32429,2,     ,     ,     ,     ,13.61,additional period possibly visible (on phase-folded lc) but not detected                    ,1,2,All,2M,Simbad,131.358295,20.427394
454,HSHJ445,211956610,0.21,18.11,13.46,2.11,0.2676,0,Y,0.00741,       ,       , ,N,Y,M,    ,0.01697,0.60027,2,     ,     ,     ,     ,17.56,                                                                                            ,0,2,All,2M,Simbad,130.80273200000002,19.574734
455,JS 19  ,212027909,0.47,16.65,11.98,14.59,0.4097,0,Y,0.00823,       ,       , ,N,Y,N,    ,0.04129,1.91315,2,     ,     ,     ,     ,15.11,                                                                                            ,0,2,All,2M,Simbad,128.251621,20.719471
456,AD 3400,211906671,0.16,19.25,14.22,0.63,0.1632,0,Y,0.00767,       ,       , ,N,Y,N,    ,0.0217,0.48931,2,     ,     ,     ,     ,17.67,                                                                                            ,0,2,All,2M,Simbad,131.337753,18.825775
457,JS596  ,212080687,1.18,10.34,9.26,4.92,0.5092,0,Y,0.00778,       ,       , ,N,Y,N,    ,0.00535,0.15733,K,     ,     ,     ,4.82,10.34,                                                                                            ,1,1,All,2M,Simbad,131.36643899999999,21.653576
458,HSHJ 23,211921859,0.28,17.14,12.83,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.69,                                                                                            ,0,2,All,2M,Simbad,128.078738,19.052414000000002
459,       ,211980019,0.5,16.13,11.89,25.7,0.6465,0,Y,0.00789,1.052,0.0535,0,Y,N,N,    ,0.0185,0.8539,2,     ,     ,     ,     ,15.05,                                                                                            ,0,1,All,2M,Simbad,132.143786,19.932619
460,JS 15  ,211982810,0.81,12.69,10.56,11.38,0.5085,0,N,0.00821,       ,       , ,N,Y,N,    ,0.01693,0.84757,K,     ,     ,     ,11.23,12.73,                                                                                            ,0,2,All,2M,Simbad,128.21766100000002,19.976646
461,AD 3461,211939484,0.44,15.98,12.1,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.85,                                                                                            ,0,2,All,2M,Simbad,131.470013,19.316853
462,HSHJ269,211914889,0.18,18.68,13.84,1.04,0.1318,0,N,0.00885,       ,       , ,N,N,N,    ,0.02054,0.44127,2,     ,     ,     ,     ,18.03,                                                                                            ,0,2,All,2M,Simbad,129.877975,18.948166
463,HSHJ416,211847798,0.28,17.65,12.83,19.02,0.414,0,Y,0.00807,       ,       , ,N,Y,M,    ,0.02048,0.86156,2,     ,     ,     ,     ,16.02,                                                                                            ,0,2,All,2M,Simbad,130.57308,17.987457
464,JS587  ,212006227,1.2,10.21,9.13,3.67,0.3961,0,Y,0.0086,       ,       , ,N,Y,N,    ,0.00882,0.34561,K,     ,     ,     ,3.74,10.21,                                                                                            ,1,1,All,2M,Simbad,131.2676,20.357739000000002
465,JS 97  ,211976081,0.62,14.08,11.06,14.88,0.3942,0,N,0.00799,       ,       , ,N,Y,N,cand,0.01,0.53761,2,     ,     ,     ,     ,14.02,                                                                                            ,0,2,All,2M,Simbad,128.9449,19.870918
466,       ,212003318,0.23,18.28,13.24,2.78,0.0261,0,Y,0.00818,       ,       , ,M,Y,Y,    ,0.01534,0.12556,2,     ,     ,     ,     ,17.51,peak splitting and phase drift                                                              ,0,1,All,2M,Simbad,129.570662,20.309807
467,AD 2587,212085291,0.14,19.92,14.66,0.69,0.0848,0,N,0.00882,27.0856,0.0619,1,M,N,N,    ,0.05634,0.33299,2,     ,     ,     ,     ,17.83,                                                                                            ,0,2,All,2M,Simbad,129.898853,21.739286
468,AD 2925,212033679,0.15,19.74,14.48,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.98,                                                                                            ,0,2,All,2M,Simbad,130.317978,20.815247
469,AD 2075,212000760,0.18,19.37,13.84,0.39,0.0086,0,Y,0.00713,       ,       , ,N,N,M,    ,0.03198,0.19646,2,     ,     ,     ,     ,18.49,much brighter neighbor                                                                      ,0,2,All,2M,Simbad,128.966977,20.266335
470,AD 3002,212003867,0.16,19.78,14.34,0.22,0.0118,0,N,0.00736,       ,       , ,M,N,N,    ,0.02974,0.10815,S,     ,     ,0.22,     ,17.04,                                                                                            ,0,2,All,2M,Simbad,130.423991,20.319012
471,HSHJ197,211832848,0.43,16.5,12.12,0.9,0.6289,0,Y,0.0074,       ,       , ,N,N,N,    ,0.04071,1.92834,2,     ,     ,     ,     ,15.9,                                                                                            ,0,2,All,2M,Simbad,129.52985,17.782413000000002
472,AD 2559,211905265,0.17,19.07,14.02,0.81,0.0269,0,N,0.00668,       ,       , ,N,Y,N,    ,0.02832,0.32245,2,     ,     ,     ,     ,18.36,                                                                                            ,0,2,All,2M,Simbad,129.858941,18.804741
473,AD 1508,212009427,0.72,14.14,10.77,1.56,0.8841,0,Y,0.00875,       ,       , ,N,Y,N,cand,0.04566,2.05561,P,1.55,     ,     ,11.22,14.07,                                                                                            ,1,2,All,2M,Simbad,127.874459,20.410422
474,HSHJ236,212036187,0.25,18.15,13.12,0.77,0.148,0,Y,0.00865,1.1866,0.0271,0,N,Y,N,    ,0.0147,0.40953,2,     ,     ,     ,     ,17.48,                                                                                            ,0,2,All,2M,Simbad,129.735826,20.857735
475,JC 85  ,211930233,0.75,13.12,10.73,19.02,0.5913,0,Y,0.00909,       ,       , ,N,Y,N,    ,0.00412,0.22391,2,     ,     ,     ,     ,13.17,                                                                                            ,1,2,All,2M,Simbad,129.264414,19.178107
476,AD 1750,212002808,0.17,19.41,14.13,0.33,0.0228,0,Y,0.00734,       ,       , ,N,N,N,    ,0.03035,0.06402,2,     ,     ,     ,     ,18.67,                                                                                            ,0,2,All,2M,Simbad,128.34786200000002,20.300907000000002
477,JS 21  ,211896979,0.77,12.93,10.68,13.3,0.4717,0,Y,0.00987,       ,       , ,N,Y,N,    ,0.00669,0.2175,2,     ,     ,     ,     ,12.98,                                                                                            ,1,2,All,2M,Simbad,128.262056,18.682636
478,JS655  ,211896596,1.3,10.22,8.81,2.97,0.3504,0,Y,0.00998,       ,       , ,N,Y,N,conf,0.01303,0.37027,K,     ,     ,     ,5.85,10.27,                                                                                            ,1,1,All,2M,Simbad,132.007256,18.677123
479,KW 48  ,211958260,0.93,12.02,10.24,9.45,0.5452,0,Y,0.0083,       ,       , ,N,Y,N,    ,0.01552,0.71245,D,     ,9.5,     ,9.5,12.1,                                                                                            ,2,1,All,2M,Simbad,129.443379,19.599293
480,JS761  ,211891774,0.29,17.29,12.77,0.59,0.1059,0,N,0.00637,       ,       , ,M,M,N,    ,0.01352,0.03011,2,     ,     ,     ,     ,16.91,peak splitting; only one detected                                                           ,0,1,All,2M,Simbad,131.953588,18.605438
481,HSHJ283,211950716,0.16,19.8,14.17,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,17.52,much brighter neighbor                                                                      ,0,2,All,2M,Simbad,129.92361599999998,19.483470999999998
482,HSHJ 95,211981687,0.16,19.71,14.32,1.85,0.0289,0,Y,0.00666,       ,       , ,N,M,M,    ,0.04917,1.271,2,     ,     ,     ,     ,18.88,                                                                                            ,0,2,All,2M,Simbad,129.006766,19.958712
483,JS571  ,211891359,0.78,13.89,10.65,12.84,0.7207,0,Y,0.00825,       ,       , ,N,N,N,cand,0.02443,1.06266,K,     ,     ,     ,12.62,13.8,                                                                                            ,1,2,All,2M,Simbad,131.150584,18.599204999999998
484,AD 1427,211897821,0.57,14.83,11.59,16.42,0.5648,0,Y,0.00895,       ,       , ,N,Y,N,    ,0.01302,0.47993,2,     ,     ,     ,     ,14.71,                                                                                            ,1,2,All,2M,Simbad,127.74553999999999,18.694766
485,AD 3370,212012042,0.14,20.21,14.68,20.04,0.028,1,N,0.00713,0.7243,0.0207,1,Y,N,N,    ,0.06901,0.66475,2,     ,     ,     ,     ,18.06,                                                                                            ,1,2,All,2M,Simbad,131.275469,20.45372
486,JS152  ,211923534,0.68,13.3,10.85,12.02,0.8158,0,Y,0.0084,       ,       , ,N,Y,N,    ,0.01259,0.62187,2,     ,     ,     ,     ,13.33,                                                                                            ,0,2,All,2M,Simbad,129.215155,19.0764
487,JS 12  ,211989185,0.79,12.81,10.63,11.65,0.5903,0,Y,0.00828,       ,       , ,N,Y,N,    ,0.01334,0.60006,K,     ,     ,     ,12.19,13.0,                                                                                            ,1,2,All,2M,Simbad,128.13923799999998,20.080102
488,       ,212032381,0.19,18.72,13.78,1.72,0.4683,0,Y,0.00837,       ,       , ,N,N,N,    ,0.04524,1.95,2,     ,     ,     ,     ,17.3,                                                                                            ,0,1,All,2M,Simbad,129.45767800000002,20.79464
489,JS547  ,211923502,0.71,13.01,10.79,12.07,0.3313,1,Y,0.00808,       ,       , ,M,M,N,    ,0.008,0.20203,K,     ,     ,     ,10.73,13.05,main peak is lopsided                                                                       ,1,2,All,2M,Simbad,130.9315,19.075862
490,JS 45  ,212069223,0.62,14.23,11.15,14.66,0.7871,0,Y,0.00857,       ,       , ,N,Y,N,    ,0.00767,0.34713,2,     ,     ,     ,     ,14.09,                                                                                            ,1,2,All,2M,Simbad,128.445705,21.441010000000002
491,AD 3077,212085656,0.15,19.82,14.49,0.18,0.0412,0,N,0.0076,       ,       , ,N,N,Y,    ,0.07407,0.19454,2,     ,     ,     ,     ,19.07,                                                                                            ,0,2,All,2M,Simbad,130.584223,21.745544
492,AD 3273,211970974,0.31,17.22,12.65,1.45,0.0811,0,Y,0.00776,       ,       , ,Y,N,Y,    ,0.00949,0.31159,2,     ,     ,     ,     ,16.71,                                                                                            ,0,2,All,2M,Simbad,131.029133,19.791701999999997
493,HSHJ276,211896805,0.18,19.21,13.89,0.96,0.622,0,Y,0.00804,       ,       , ,N,Y,N,    ,0.09988,3.5522,2,     ,     ,     ,     ,18.5,                                                                                            ,0,2,All,2M,Simbad,129.90066000000002,18.680273
494,JS607  ,211995082,0.32,16.71,12.59,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.34,                                                                                            ,0,2,All,2M,Simbad,131.418747,20.17375
495,AD 3814,211972086,0.31,17.73,12.65,7.49,0.1131,0,Y,0.00769,       ,       , ,N,M,N,conf,0.03822,1.30279,P,7.43,     ,     ,     ,16.7,EB (PTF); EB period not detected                                                            ,0,2,All,2M,Simbad,132.707685,19.810135
496,JS756  ,212074153,0.33,16.92,12.57,15.33,0.8066,0,Y,0.00834,       ,       , ,N,M,Y,    ,0.04545,2.15294,2,     ,     ,     ,     ,16.51,                                                                                            ,0,1,All,2M,Simbad,131.452843,21.532373
497,AD 2496,211838068,0.54,15.39,11.77,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.02,                                                                                            ,0,2,All,2M,Simbad,129.75771899999998,17.855775
498,HSHJ 7 ,211941802,0.61,14.17,11.19,14.11,0.891,0,Y,0.0074,       ,       , ,N,Y,N,    ,0.01907,0.89003,K,     ,     ,     ,14.14,14.11,                                                                                            ,1,2,All,2M,Simbad,127.71260900000001,19.352466
499,HSHJ189,211916505,0.18,19.26,13.85,0.23,0.0098,0,Y,0.00901,       ,       , ,N,N,N,    ,0.04424,0.27873,2,     ,     ,     ,     ,18.49,                                                                                            ,0,1,All,2M,Simbad,129.48981799999999,18.973124
500,AD 1465,212038642,0.28,17.47,12.8,18.44,0.1359,0,Y,0.00734,       ,       , ,N,N,Y,    ,0.02102,0.87916,2,     ,     ,     ,     ,16.06,                                                                                            ,0,2,All,2M,Simbad,127.804617,20.90011
501,JS411  ,212007419,0.52,15.43,11.82,18.55,0.2497,0,Y,0.00836,       ,       , ,N,Y,N,    ,0.01614,0.44275,2,     ,     ,     ,     ,15.13,                                                                                            ,0,2,All,2M,Simbad,130.296097,20.377373000000002
502,KW 55  ,211977390,1.16,11.15,9.33,6.8,0.7172,0,Y,0.00831,       ,       , ,M,Y,N,conf,0.02668,1.07377,K,     ,     ,     ,7.14,11.18,peak splitting (slight; not totally separated)                                              ,1,1,All,2M,Simbad,129.458135,19.891348
